OwnerId,Postcode,Province,District ,Distributor
EXL_1583837799698,11110,นนทบุรี,เขตบางบัวทอง,A
EXL_1585826461522,20000,ชลบุรี,เขตเมืองชลบุรี,A
EXL_1574695590216,42130,เลย,เขตวังสะพุง,A
EXL_1609094532788,11110,นนทบุรี,เขตบางบัวทอง,A
EXL_1670957610374,20160,ชลบุรี,เขตพานทอง,A
EXL_1682268099121,21140,ระยอง,เขตปลวกแดง,A
EXL_1584113595919,20110,ชลบุรี,เขตศรีราชา,A
EXL_1579532354242,84000,สุราษฎร์ธานี,เขตเมืองสุราษฎร์ธานี,D
EXL_1652363180136,10540,สมุทรปราการ,เขตเมืองสมุทรปราการ,A
EXL_1571917144260,10260,สมุทรปราการ,เขตเมืองสมุทรปราการ,A
EXL_1571677596854,24150,ฉะเชิงเทรา,เขตบางน้ำเปรี้ยว,A
EXL_1596449607889,66120,พิจิตร,เขตบางมูลนาก,C
EXL_1572347123502,10900,กรุงเทพมหานคร,เขตจตุจักร,A
EXL_1600360162099,21130,ระยอง,เขตบ้านฉาง,A
EXL_1599671136012,86190,ชุมพร,เขตเมืองชุมพร,D
EXL_1603277876153,81120,กระบี่,เขตคลองท่อม,D
EXL_1576580504480,40000,ขอนแก่น,เขตเมืองขอนแก่น,A
EXL_1570197241275,65220,พิษณุโลก,เขตวังทอง,C
EXL_1680864154475,73120,นครปฐม,เขตนครชัยศรี,B
EXL_1573049265095,11000,นนทบุรี,เขต,A
EXL_1582889175027,10520,กรุงเทพมหานคร,เขตลาดกระบัง,A
EXL_1597410104615,10130,สมุทรปราการ,เขตพระประแดง,A
EXL_1582291702940,10270,สมุทรปราการ,เขตเมืองสมุทรปราการ,A
EXL_1580480514237,70120,ราชบุรี,เขตโพธาราม,B
EXL_1576142373379,22000,จันทบุรี,เขตเมืองจันทบุรี,A
EXL_1579259048509,23000,ตราด,เขตเมืองตราด,A
EXL_1594397706970,30220,นครราชสีมา,เขตโนนไทย,A
EXL_1579356095411,45000,ร้อยเอ็ด,เขตเมืองร้อยเอ็ด,A
EXL_1575975495756,57100,เชียงราย,เขตเมืองเชียงราย,C
EXL_1594201632607,94190,ปัตตานี,เขตปะนาเระ,D
EXL_1595437407560,10220,กรุงเทพมหานคร,เขตบางเขน,A
EXL_1573743734210,72180,สุพรรณบุรี,เขตด่านช้าง,B
EXL_1572691481498,11000,นนทบุรี,เขต,A
EXL_1584016999805,21130,ระยอง,เขตบ้านฉาง,A
EXL_1592988415995,40240,ขอนแก่น,เขตหนองเรือ,A
EXL_1571914331904,84180,สุราษฎร์ธานี,เขตคีรีรัฐนิคม,D
EXL_1573229752444,80110,นครศรีธรรมราช,เขตทุ่งสง,D
EXL_1639059323254,10220,กรุงเทพมหานคร,เขตสายไหม,A
EXL_1595601819795,50180,เชียงใหม่,เขตแม่ริม,C
EXL_1594812133957,20180,ชลบุรี,เขตสัตหีบ,A
EXL_1594472260113,42190,เลย,เขตหนองหิน,A
EXL_1573658017010,47160,สกลนคร,เขตพังโคน,A
EXL_1618220333004,73140,นครปฐม,เขตกำแพงแสน,B
EXL_1575041222535,10270,สมุทรปราการ,เขตเมืองสมุทรปราการ,A
EXL_1600957091397,20250,ชลบุรี,เขตสัตหีบ,A
EXL_1701181594354,50210,เชียงใหม่,เขตสันทราย,C
EXL_1635333178610,10230,กรุงเทพมหานคร,เขตลาดพร้าว,A
EXL_1572961828752,10250,กรุงเทพมหานคร,เขตสวนหลวง,A
EXL_1692177380521,80000,นครศรีธรรมราช,เขตเมืองนครศรีธรรมราช,D
EXL_1640260738244,20000,ชลบุรี,เขตเมืองชลบุรี,A
EXL_1580750828464,10540,สมุทรปราการ,เขตบางเสาธง,A
